1,254,420.3179805
2,253,444.3179805
2,3,461.2630481
2,4,1240.073424
3,5,1156.227829
3,9,453.2644136
4,5,534.7545516
4,182,468.5905972
5,8,470.0036537
6,7,832.6965905
6,182,71.97695948
7,183,76.37336823
7,184,73.08146327
8,9,1120.316842
8,183,453.965256
8,186,94.55138408
9,187,89.91915757
9,257,89.91915757
10,56,245.461893
10,188,92.88567928
10,257,92.88567928
11,12,624.3707229
11,188,644.707103
12,13,323.2029427
12,55,265.4210774
13,14,843.5760631
13,16,1130.893532
13,19,461.3740795
14,15,1025.704161
14,187,599.3041238
15,16,691.942669
15,186,603.331792
16,189,439.1992265
16,191,433.1768398
17,184,1296.273614
17,189,85.4248007
17,190,68.57580726
18,22,1321.294383
18,23,797.818602
18,190,425.5303912
18,192,71.97680959
19,20,961.6572366
19,192,1495.968342
20,21,625.9573131
20,194,1381.742901
21,26,620.871977
22,24,511.6195638
22,25,503.0556545
22,194,87.16982003
23,24,1103.913253
24,57,311.1342461
25,60,814.6305294
25,195,80.99594896
25,196,79.42143088
26,195,1927.721399
26,198,96.35192472
26,199,97.65916722
27,28,792.5748592
27,29,344.3453638
27,199,820.4029524
28,31,261.9545991
29,30,569.1427637
29,31,800.9064178
30,37,597.8373464
30,38,371.1632401
30,39,1213.347597
31,32,682.7867372
31,36,1044.56405
31,37,1085.352183
32,33,429.6328752
32,35,980.1799595
32,196,465.7213184
32,197,462.6135709
33,34,1011.558054
33,105,426.8215227
34,35,447.027408
34,48,1256.836798
34,106,421.5962479
35,36,471.6900803
35,47,1265.739065
36,37,361.6581735
36,46,1245.853709
37,43,1250.356913
38,40,1187.706294
38,199,1370.355146
39,40,358.4525165
39,41,216.3777914
40,42,594.1522222
41,42,708.0053025
41,43,302.9065963
42,45,436.8605864
42,54,1014.525888
43,44,1092.104966
43,45,1037.060505
43,46,359.2186295
44,47,556.9797953
44,52,693.6202557
46,47,452.3960876
47,48,441.856489
48,49,1244.934664
48,107,427.5071162
49,50,541.4029539
49,52,428.5628159
49,101,420.8913828
50,100,965.4574408
55,205,80.79713052
55,207,1272.702007
56,206,91.47212941
56,207,89.17358936
57,58,876.6269842
57,59,517.5738622
57,60,483.2972097
58,61,529.0499987
58,63,911.4346001
58,66,472.7834099
58,210,456.2934925
59,61,864.758188
60,209,91.82118494
60,210,839.7566471
61,62,926.1670571
62,63,530.3788913
62,64,1156.210479
63,65,1051.985973
63,68,450.3120732
64,65,423.6056076
65,70,425.3598627
65,108,1060.627243
65,215,428.6688182
66,68,872.9975126
66,210,61.80858223
66,211,87.21350668
67,97,410.8324612
67,98,1033.276093
67,104,431.5348411
67,211,402.3692824
67,212,405.545164
68,69,400.1113796
69,215,531.3017387
70,117,1119.75015
70,215,62.93084366
70,216,92.92711311
71,72,570.2661768
71,74,1017.009212
71,88,550.2382584
71,216,396.4015234
71,217,397.9671857
71,219,1005.765347
72,73,889.031738
72,118,614.6394162
73,74,527.2954236
73,136,551.387821
74,219,55.0093702
74,220,60.57635112
75,76,373.7260789
75,86,437.897744
75,220,551.5706488
75,221,561.4982951
76,77,522.0808639
76,82,1029.44431
76,83,747.2140998
77,78,953.9588557
77,137,502.8665735
78,79,813.7536756
78,81,333.6413195
78,138,530.8251699
79,80,233.7591659
79,150,533.0777447
80,81,919.1202433
81,82,220.9365702
82,84,557.8730659
83,84,858.0066316
83,85,445.6396443
83,86,638.9132237
85,91,1254.965885
85,94,412.1909569
85,223,1234.655389
86,222,606.3620679
87,88,1033.865492
87,90,414.8469344
87,219,460.1275228
87,222,52.14843395
88,89,393.8116682
88,214,406.6837833
89,90,1015.469525
89,97,469.1302058
90,96,448.4619459
90,223,54.10658931
91,92,412.204675
92,93,433.6821506
92,94,1254.994539
92,151,858.7802524
93,95,1246.102888
93,99,423.6650654
93,151,1140.279204
94,95,428.588802
94,224,1233.454697
95,102,443.4383845
95,225,1214.543926
96,97,1006.087767
96,98,421.2243852
96,224,56.34506144
98,103,422.8244954
98,225,61.22899046
99,100,649.275685
99,101,445.594247
99,102,1253.906478
100,101,702.1511319
101,107,1242.379973
102,103,1246.151137
102,107,433.692383
103,104,1040.349442
103,106,440.9827701
103,225,436.4924451
104,105,450.0755257
105,106,1047.543966
105,209,433.154428
106,107,1231.516955
108,109,676.2607401
108,117,361.7494721
109,110,690.0184399
110,111,516.0349614
110,112,1301.401022
111,113,1280.536787
111,117,1447.727552
112,113,394.6586462
112,114,1441.796133
113,116,682.1025973
114,115,518.7125556
115,116,645.7284401
115,169,464.1164845
118,119,519.899209
118,136,754.8473826
118,230,538.4599398
119,120,608.5818319
119,121,878.8296398
120,134,398.8537068
120,136,420.4226211
120,231,63.09506552
121,122,469.267941
121,123,718.0735473
121,226,406.7261074
122,124,714.322519
122,134,538.5869144
122,232,52.29596486
123,124,320.2147152
123,125,628.807685
124,126,679.6316606
124,233,54.10783086
125,126,268.7584323
125,227,620.5542112
126,127,440.194481
126,234,62.8985936
127,128,697.4253258
127,229,849.8324897
127,235,39.00529208
128,171,352.6478288
128,228,836.5270308
128,236,38.85785136
129,130,436.0363075
129,131,992.9771852
129,236,403.156425
130,140,1564.952042
130,142,312.3663946
131,132,749.6090996
131,234,469.0243694
132,133,803.1757629
132,140,358.0560625
132,233,690.7863915
133,135,556.592777
133,232,880.4315797
134,237,44.70225094
135,138,915.715768
135,139,470.3625402
135,237,997.0970175
136,238,54.11042016
137,138,707.7797708
137,238,802.5995379
138,150,869.6756184
138,231,1710.953349
139,140,1303.216805
139,148,525.07552
139,149,717.1488447
140,141,348.4656344
141,143,1584.290574
141,147,346.3625589
141,148,1473.638393
142,143,315.3105444
143,144,349.9896005
144,145,570.9430482
144,147,1259.536432
145,146,1678.45386
146,147,663.1362383
146,148,677.8894742
148,149,332.1864579
149,150,438.2053838
151,152,627.8927911
152,153,552.7871278
152,154,406.1588976
153,155,472.3588668
154,155,504.4631056
155,156,1020.79021
156,157,788.5925093
156,168,393.5947302
157,158,410.3908839
158,159,357.4664689
158,160,1787.485616
159,161,1766.863252
159,168,472.3736132
160,161,298.0118488
160,162,869.3136503
161,163,738.62334
161,167,466.1905747
162,163,432.712329
162,164,341.9162124
163,165,296.2924363
164,165,601.7391106
164,181,2952.052556
165,166,555.9606428
166,167,1055.363839
167,168,1786.219174
170,171,418.1547354
170,239,404.1814885
171,173,1011.488428
171,236,386.7481392
172,176,802.8425562
173,175,501.7185559
173,179,321.4098093
173,240,1161.111944
174,175,703.7649253
174,240,772.8018811
175,178,351.1481351
176,241,120.5367735
177,178,404.1879781
177,180,1762.18137
177,241,1355.70309
178,179,433.1173518
179,180,2412.007138
180,181,766.5026165
182,183,834.6371692
183,185,99.68899701
184,185,101.6445518
185,186,464.1800392
185,189,1270.274744
186,187,1095.821536
187,188,517.8903827
188,207,233.2465106
189,191,67.34633186
190,191,82.40336373
191,192,421.2697651
192,194,1311.519334
193,198,612.728296
194,195,488.6976526
195,197,107.0466176
196,197,67.18792348
196,209,824.9001542
197,199,1911.238914
198,200,115.0292623
199,200,103.8616436
205,208,1264.136274
206,208,99.76181552
207,208,93.5654652
209,212,840.7155656
210,212,102.5108082
211,212,58.24928687
211,213,863.7890003
213,214,407.1214138
214,217,519.2313507
215,217,99.58122576
216,217,64.66929697
216,230,1133.449668
218,220,528.8042444
218,238,551.3718725
219,221,62.81373196
220,221,48.26954691
221,222,460.7909394
222,223,418.8869399
223,224,452.6122541
224,225,408.041885
226,227,1279.278349
226,230,1458.171785
227,229,658.2226322
228,229,646.7364656
228,239,484.6854874
231,237,440.3464406
231,238,388.1306373
232,233,720.725901
232,237,522.1284523
233,234,683.7430757
234,235,450.3318605
235,236,642.7426892
240,241,822.6866927
253,2,444.3179805
3,2,461.2630481
4,2,1240.073424
5,3,1156.227829
5,4,534.7545516
7,6,832.6965905
8,5,470.0036537
9,3,453.2644136
9,8,1120.316842
12,11,624.3707229
13,12,323.2029427
14,13,843.5760631
15,14,1025.704161
16,13,1130.893532
16,15,691.942669
19,13,461.3740795
20,19,961.6572366
21,20,625.9573131
22,18,1321.294383
23,18,797.818602
24,22,511.6195638
24,23,1103.913253
25,22,503.0556545
26,21,620.871977
28,27,792.5748592
29,27,344.3453638
30,29,569.1427637
31,28,261.9545991
31,29,800.9064178
32,31,682.7867372
33,32,429.6328752
34,33,1011.558054
35,32,980.1799595
35,34,447.027408
36,31,1044.56405
36,35,471.6900803
37,30,597.8373464
37,31,1085.352183
37,36,361.6581735
38,30,371.1632401
39,30,1213.347597
40,38,1187.706294
40,39,358.4525165
41,39,216.3777914
42,40,594.1522222
42,41,708.0053025
43,37,1250.356913
43,41,302.9065963
44,43,1092.104966
45,42,436.8605864
45,43,1037.060505
46,36,1245.853709
46,43,359.2186295
47,35,1265.739065
47,44,556.9797953
47,46,452.3960876
48,34,1256.836798
48,47,441.856489
49,48,1244.934664
50,49,541.4029539
52,44,693.6202557
52,49,428.5628159
54,42,1014.525888
55,12,265.4210774
56,10,245.461893
57,24,311.1342461
58,57,876.6269842
59,57,517.5738622
60,25,814.6305294
60,57,483.2972097
61,58,529.0499987
61,59,864.758188
62,61,926.1670571
63,58,911.4346001
63,62,530.3788913
64,62,1156.210479
65,63,1051.985973
65,64,423.6056076
66,58,472.7834099
68,63,450.3120732
68,66,872.9975126
69,68,400.1113796
70,65,425.3598627
72,71,570.2661768
73,72,889.031738
74,71,1017.009212
74,73,527.2954236
76,75,373.7260789
77,76,522.0808639
78,77,953.9588557
79,78,813.7536756
80,79,233.7591659
81,78,333.6413195
81,80,919.1202433
82,76,1029.44431
82,81,220.9365702
83,76,747.2140998
84,82,557.8730659
84,83,858.0066316
85,83,445.6396443
86,75,437.897744
86,83,638.9132237
88,71,550.2382584
88,87,1033.865492
89,88,393.8116682
90,87,414.8469344
90,89,1015.469525
91,85,1254.965885
92,91,412.204675
93,92,433.6821506
94,85,412.1909569
94,92,1254.994539
95,93,1246.102888
95,94,428.588802
96,90,448.4619459
97,67,410.8324612
97,89,469.1302058
97,96,1006.087767
98,67,1033.276093
98,96,421.2243852
99,93,423.6650654
100,50,965.4574408
100,99,649.275685
101,49,420.8913828
101,99,445.594247
101,100,702.1511319
102,95,443.4383845
102,99,1253.906478
103,98,422.8244954
103,102,1246.151137
104,67,431.5348411
104,103,1040.349442
105,33,426.8215227
105,104,450.0755257
106,34,421.5962479
106,103,440.9827701
106,105,1047.543966
107,48,427.5071162
107,101,1242.379973
107,102,433.692383
107,106,1231.516955
108,65,1060.627243
109,108,676.2607401
110,109,690.0184399
111,110,516.0349614
112,110,1301.401022
113,111,1280.536787
113,112,394.6586462
114,112,1441.796133
115,114,518.7125556
116,113,682.1025973
116,115,645.7284401
117,70,1119.75015
117,108,361.7494721
117,111,1447.727552
118,72,614.6394162
119,118,519.899209
120,119,608.5818319
121,119,878.8296398
122,121,469.267941
123,121,718.0735473
124,122,714.322519
124,123,320.2147152
125,123,628.807685
126,124,679.6316606
126,125,268.7584323
127,126,440.194481
128,127,697.4253258
130,129,436.0363075
131,129,992.9771852
132,131,749.6090996
133,132,803.1757629
134,120,398.8537068
134,122,538.5869144
135,133,556.592777
136,73,551.387821
136,118,754.8473826
136,120,420.4226211
137,77,502.8665735
138,78,530.8251699
138,135,915.715768
138,137,707.7797708
139,135,470.3625402
140,130,1564.952042
140,132,358.0560625
140,139,1303.216805
141,140,348.4656344
142,130,312.3663946
143,141,1584.290574
143,142,315.3105444
144,143,349.9896005
145,144,570.9430482
146,145,1678.45386
147,141,346.3625589
147,144,1259.536432
147,146,663.1362383
148,139,525.07552
148,141,1473.638393
148,146,677.8894742
149,139,717.1488447
149,148,332.1864579
150,79,533.0777447
150,138,869.6756184
150,149,438.2053838
151,92,858.7802524
151,93,1140.279204
152,151,627.8927911
153,152,552.7871278
154,152,406.1588976
155,153,472.3588668
155,154,504.4631056
156,155,1020.79021
157,156,788.5925093
158,157,410.3908839
159,158,357.4664689
160,158,1787.485616
161,159,1766.863252
161,160,298.0118488
162,160,869.3136503
163,161,738.62334
163,162,432.712329
164,162,341.9162124
165,163,296.2924363
165,164,601.7391106
166,165,555.9606428
167,161,466.1905747
167,166,1055.363839
168,156,393.5947302
168,159,472.3736132
168,167,1786.219174
169,115,464.1164845
171,128,352.6478288
171,170,418.1547354
173,171,1011.488428
175,173,501.7185559
175,174,703.7649253
176,172,802.8425562
178,175,351.1481351
178,177,404.1879781
179,173,321.4098093
179,178,433.1173518
180,177,1762.18137
180,179,2412.007138
181,164,2952.052556
181,180,766.5026165
182,4,468.5905972
182,6,71.97695948
183,7,76.37336823
183,8,453.965256
183,182,834.6371692
184,7,73.08146327
184,17,1296.273614
185,183,99.68899701
185,184,101.6445518
186,8,94.55138408
186,15,603.331792
186,185,464.1800392
187,9,89.91915757
187,14,599.3041238
187,186,1095.821536
188,10,92.88567928
188,11,644.707103
188,187,517.8903827
189,16,439.1992265
189,17,85.4248007
189,185,1270.274744
190,17,68.57580726
190,18,425.5303912
191,16,433.1768398
191,189,67.34633186
191,190,82.40336373
192,18,71.97680959
192,19,1495.968342
192,191,421.2697651
194,20,1381.742901
194,22,87.16982003
194,192,1311.519334
195,25,80.99594896
195,26,1927.721399
195,194,488.6976526
196,25,79.42143088
196,32,465.7213184
197,32,462.6135709
197,195,107.0466176
197,196,67.18792348
198,26,96.35192472
198,193,612.728296
199,26,97.65916722
199,27,820.4029524
199,38,1370.355146
199,197,1911.238914
200,198,115.0292623
200,199,103.8616436
205,55,80.79713052
206,56,91.47212941
207,55,1272.702007
207,56,89.17358936
207,188,233.2465106
208,205,1264.136274
208,206,99.76181552
208,207,93.5654652
209,60,91.82118494
209,105,433.154428
209,196,824.9001542
210,58,456.2934925
210,60,839.7566471
210,66,61.80858223
211,66,87.21350668
211,67,402.3692824
212,67,405.545164
212,209,840.7155656
212,210,102.5108082
212,211,58.24928687
213,211,863.7890003
214,88,406.6837833
214,213,407.1214138
215,65,428.6688182
215,69,531.3017387
215,70,62.93084366
216,70,92.92711311
216,71,396.4015234
217,71,397.9671857
217,214,519.2313507
217,215,99.58122576
217,216,64.66929697
219,71,1005.765347
219,74,55.0093702
219,87,460.1275228
220,74,60.57635112
220,75,551.5706488
220,218,528.8042444
221,75,561.4982951
221,219,62.81373196
221,220,48.26954691
222,86,606.3620679
222,87,52.14843395
222,221,460.7909394
223,85,1234.655389
223,90,54.10658931
223,222,418.8869399
224,94,1233.454697
224,96,56.34506144
224,223,452.6122541
225,95,1214.543926
225,98,61.22899046
225,103,436.4924451
225,224,408.041885
226,121,406.7261074
227,125,620.5542112
227,226,1279.278349
228,128,836.5270308
229,127,849.8324897
229,227,658.2226322
229,228,646.7364656
230,118,538.4599398
230,216,1133.449668
230,226,1458.171785
231,120,63.09506552
231,138,1710.953349
232,122,52.29596486
232,133,880.4315797
233,124,54.10783086
233,132,690.7863915
233,232,720.725901
234,126,62.8985936
234,131,469.0243694
234,233,683.7430757
235,127,39.00529208
235,234,450.3318605
236,128,38.85785136
236,129,403.156425
236,171,386.7481392
236,235,642.7426892
237,134,44.70225094
237,135,997.0970175
237,231,440.3464406
237,232,522.1284523
238,136,54.11042016
238,137,802.5995379
238,218,551.3718725
238,231,388.1306373
239,170,404.1814885
239,228,484.6854874
240,173,1161.111944
240,174,772.8018811
241,176,120.5367735
241,177,1355.70309
241,240,822.6866927
242,245,388.1306373
243,244,388.1306373
244,245,388.1306373
245,246,388.1306373
91,242,388.1306373
82,243,388.1306373
12,252,388.1306373
21,252,388.1306373
50,51,388.1306373
51,52,388.1306373
55,252,388.1306373
56,256,388.1306373
169,250,388.1306373
172,247,388.1306373
193,251,388.1306373
205,251,388.1306373
239,249,388.1306373
240,248,388.1306373
247,248,388.1306373
247,250,388.1306373
248,249,388.1306373
249,250,388.1306373
251,252,388.1306373
253,254,388.1306373
254,255,388.1306373
255,256,388.1306373
255,257,388.1306373
245,242,388.1306373
244,243,388.1306373
245,244,388.1306373
246,245,388.1306373
242,91,388.1306373
243,82,388.1306373
252,12,388.1306373
252,21,388.1306373
51,50,388.1306373
52,51,388.1306373
252,55,388.1306373
256,56,388.1306373
250,169,388.1306373
247,172,388.1306373
251,193,388.1306373
254,1,420.3179805
251,205,388.1306373
249,239,388.1306373
248,240,388.1306373
248,247,38.85785136
250,247,388.1306373
249,248,388.1306373
250,249,388.1306373
252,251,388.1306373
254,253,388.1306373
255,254,388.1306373
256,255,388.1306373
257,255,388.1306373
257,9,89.91915757
257,10,92.88567928
